ExperimentNumber,WorkloadNumber,     Id,                   J,UserClass,              Policy,CloudDeploymentModel,  Deadline,    Budget,ExecutionTime,      Cost,  IsDeadlineViolated,    IsBudgetViolated,NumberOfVMs,          LogMessage
               1,             1,      5,            J={10-2},   SILVER,              FIXVms,              Public,  50000.00,  20000.00,        -1.00,      0.00,  YES! FAILED TO RUN,No ($20000.0) savings,          8,                    
